id_case,id_biter,x_coord,y_coord,owned,date_symptoms,days_uncertain
1945,0,679481.262389859,9802488.94797378,TRUE,2004-05-26,0
1946,0,678466.626260317,9803072.72275284,TRUE,2004-10-15,28
1947,0,678558.419846351,9803840.76235563,TRUE,2004-10-15,28
1948,0,678441.305628399,9803061.22654098,TRUE,2004-10-15,28
1953,0,678428.093883608,9803327.58591435,FALSE,2005-06-15,28
1954,0,678541.431896788,9802922.91616713,FALSE,2005-08-25,7
1956,0,660990.460026151,9790474.9991088,FALSE,2005-08-12,0
1957,0,662382.773189711,9797609.86776172,FALSE,2002-08-15,28
1960,0,702094.129463545,9798895.69764183,FALSE,2005-04-15,0
1964,0,696703.04683313,9792210.78735378,TRUE,2005-04-06,0
2689,0,676895.742733911,9806784.87282624,TRUE,2006-09-13,0
2690,2689,677383.298379544,9806240.93575437,TRUE,2006-09-25,7
2694,2878,677945.877184701,9806831.1846389,TRUE,2007-05-15,28
2695,2697,665773.12839237,9819216.14644927,TRUE,2007-04-25,7
2696,2695,675362.762806768,9807688.45143003,TRUE,2007-05-05,7
2697,0,666570.254796845,9818718.34812331,FALSE,2007-04-25,7
2698,2696,677018.472242465,9806848.63468932,TRUE,2007-05-15,7
2830,0,676903.069027099,9807657.60808125,TRUE,2006-09-05,7
2856,0,686738.852094048,9809882.9381821,FALSE,2006-07-10,0
2878,0,677467.511894248,9806258.23059065,TRUE,2007-04-15,28
3773,3756,697161.261563128,9789815.90031439,TRUE,2008-08-04,0
3776,0,658061.318077055,9790099.26720199,FALSE,2008-07-15,0
3778,0,687951.916932552,9810355.01451632,FALSE,2008-07-25,7
3783,0,686242.606912316,9818994.78387941,TRUE,2008-08-03,0
3869,3857,694995.384067197,9796501.58402091,TRUE,2008-11-15,7
3874,3857,693974.123745238,9797544.91719602,TRUE,2008-10-25,7
3917,0,674450.095855849,9791950.10869981,FALSE,2007-01-08,0
3918,0,681747.211415286,9795116.15406207,FALSE,2005-05-15,28
4350,4349,665545.875982526,9783144.24119406,TRUE,2010-05-05,7
4351,4349,666505.160448286,9783080.66002913,TRUE,2010-05-15,7
4523,4522,673479.372358452,9805836.31506824,TRUE,2010-09-09,0
4525,4523,673698.749395124,9807147.65740168,TRUE,2010-09-25,7
4531,0,667766.70842449,9807822.53430472,FALSE,2010-08-05,7
4682,4681,675921.118696842,9787573.5098341,TRUE,2010-11-15,7
4683,4681,676571.196866378,9786672.29023329,TRUE,2010-11-15,7
4684,4681,676197.159031096,9787875.9124883,TRUE,2010-11-15,7
4685,4681,677192.241332184,9787521.84678647,TRUE,2010-11-15,7
4686,4681,676409.016743458,9788038.61060725,TRUE,2010-11-15,7
4715,4713,648306.516035378,9821564.34381023,TRUE,2010-09-15,7
4720,4719,647903.609902618,9821618.18979836,TRUE,2010-09-16,0
4721,0,649520.606916142,9820171.30375847,TRUE,2010-09-05,7
4728,0,658126.846922806,9825705.80670818,TRUE,2010-12-08,0
4730,0,656511.225438597,9826323.92438078,TRUE,2010-11-20,0
4737,4738,656879.189578049,9825417.52356929,TRUE,2010-10-24,0
4740,0,656632.284943122,9823552.68053186,TRUE,2010-11-14,0
4745,0,651624.684315706,9821191.69428565,FALSE,2010-10-05,0
4751,0,655840.099993492,9823853.63217199,TRUE,2010-12-13,0
4791,4790,653048.193088956,9821155.89801568,TRUE,2010-09-20,0
4792,4791,651892.247940865,9821470.18856694,TRUE,2010-09-23,0
4849,4688,673791.532358104,9790230.77250181,TRUE,2010-12-25,7
4850,4849,673565.754196555,9791103.09937924,TRUE,2011-01-03,0
4851,4849,673747.500922014,9790386.36591707,TRUE,2011-01-03,0
4852,4849,674220.200785515,9789514.51267606,TRUE,2011-01-03,7
4871,4867,656277.607104386,9822810.81259184,TRUE,2010-12-17,0
4887,4886,679047.945540784,9806735.38620754,TRUE,2011-01-12,0
4940,4933,669425.518072505,9795375.11921135,TRUE,2011-01-15,0
4958,4947,681108.445379373,9805552.71616918,TRUE,2011-01-29,0
4969,0,672531.072552786,9802265.4476156,FALSE,2011-01-05,0
4974,0,665036.707220306,9802225.11976599,FALSE,2010-12-15,7
4980,4974,666406.516515356,9801903.38194012,TRUE,2011-01-26,0
4983,4990,670015.438690771,9804691.8840737,TRUE,2010-12-25,7
4984,4983,670207.932682947,9804249.77358635,TRUE,2011-01-15,7
4990,0,669395.704468236,9803421.03799227,FALSE,2010-11-25,7
